application_num,decision_date,fuel_amount_clean,fuel_type_clean_EN,lon,lat,Origin,dest_lon,dest_lat,Destination,exporter_proxy,importer_proxy
237,9/25/2019,3612,Diesel,,,,49.123680,14.543720,"Mukalla, Yemen",L,15
238,10/1/2019,9998,Petrol,48.082729,29.172529,"Jabel Ali, UAE",49.123680,14.543720,"Mukalla, Yemen",A,3
239,10/3/2019,2500,Diesel,56.346218,25.144190,"Fujairah, UAE",49.123680,14.543720,"Mukalla, Yemen",G,5
24,12/12/2018,10496,Mazout,,,,43.752860,13.526220,"Hodeida, Yemen",,7
24,12/12/2018,5087,Diesel,,,,43.752860,13.526220,"Hodeida, Yemen",,7
240,10/5/2019,6595,Diesel,56.346218,25.144190,"Fujairah, UAE",45.035469,12.809800,"Aden, Yemen",K,1
240,10/5/2019,1837,Aircraft fuel,56.346218,25.144190,"Fujairah, UAE",45.035469,12.809800,"Aden, Yemen",K,1
241,10/15/2019,2428,Diesel,56.346218,25.144190,"Fujairah, UAE",43.752860,13.526220,"Hodeida, Yemen",A,7
241,10/15/2019,13499,Mazout,56.346218,25.144190,"Fujairah, UAE",43.752860,13.526220,"Hodeida, Yemen",A,7
242,10/7/2019,11466,Diesel,55.302551,25.257111,"Al Hamriya, UAE",49.123680,14.543720,"Mukalla, Yemen",W,3
243,10/8/2019,4145,Diesel,55.302551,25.257111,"Al Hamriya, UAE",44.201960,15.361980,"Nishtun, Yemen",W,23
244,10/8/2019,5000,Petrol,56.346218,25.144190,"Fujairah, UAE",49.123680,14.543720,"Mukalla, Yemen",G,5
245,10/14/2019,6451,Diesel,55.302551,25.257111,"Al Hamriya, UAE",49.123680,14.543720,"Mukalla, Yemen",L,3
247,10/16/2019,27021,Petrol,48.082729,29.172529,"Jabel Ali, UAE",43.752860,13.526220,"Hodeida, Yemen",P,20
248,10/16/2019,9996,Diesel,56.346218,25.144190,"Fujairah, UAE",43.752860,13.526220,"Hodeida, Yemen",T,24
248,10/16/2019,19501,Petrol,56.346218,25.144190,"Fujairah, UAE",43.752860,13.526220,"Hodeida, Yemen",T,24
249,10/16/2019,29642,Diesel,56.346218,25.144190,"Fujairah, UAE",43.752860,13.526220,"Hodeida, Yemen",T,24
25,12/12/2018,10200,Diesel,,,,49.123680,14.543720,"Mukalla, Yemen",,22
250,10/16/2019,20003,Diesel,56.346218,25.144190,"Fujairah, UAE",43.752860,13.526220,"Hodeida, Yemen",T,24
250,10/16/2019,9984,Petrol,56.346218,25.144190,"Fujairah, UAE",43.752860,13.526220,"Hodeida, Yemen",T,24
251,10/16/2019,11178,Diesel,56.346218,25.144190,"Fujairah, UAE",43.752860,13.526220,"Hodeida, Yemen",L,27
252,9/16/2019,10937,Diesel,56.346218,25.144190,"Fujairah, UAE",43.752860,13.526220,"Hodeida, Yemen",J,29
253,,10817,Diesel,55.302551,25.257111,"Al Hamriya, UAE",43.752860,13.526220,"Hodeida, Yemen",J,29
254,10/16/2019,26915,Petrol,56.346218,25.144190,"Fujairah, UAE",43.752860,13.526220,"Hodeida, Yemen",E,6
255,10/18/2019,7893,Diesel,56.346218,25.144190,"Fujairah, UAE",45.035469,12.809800,"Aden, Yemen",L,27
256,10/20/2019,29152,Petrol,55.302551,25.257111,"Al Hamriya, UAE",45.035469,12.809800,"Aden, Yemen",K,1
257,10/20/2019,10406,Diesel,55.302551,25.257111,"Al Hamriya, UAE",43.752860,13.526220,"Hodeida, Yemen",,17
257,10/20/2019,12910,Petrol,55.302551,25.257111,"Al Hamriya, UAE",43.752860,13.526220,"Hodeida, Yemen",,17
258,10/21/2019,7114,Petrol,56.752079,24.325871,"Sohar, Oman",49.123680,14.543720,"Mukalla, Yemen",W,3
259,10/23/2019,35716,Diesel,48.082729,29.172529,"Jabel Ali, UAE",45.035469,12.809800,"Aden, Yemen",K,1
259,10/23/2019,4999,Aircraft fuel,48.082729,29.172529,"Jabel Ali, UAE",45.035469,12.809800,"Aden, Yemen",K,1
26,12/13/2018,10037,Petrol,,,,49.123680,14.543720,"Mukalla, Yemen",,16
260,10/23/2019,11414,Diesel,56.346218,25.144190,"Fujairah, UAE",49.123680,14.543720,"Mukalla, Yemen",W,3
261,10/23/2019,5000,Diesel,55.302551,25.257111,"Al Hamriya, UAE",49.123680,14.543720,"Mukalla, Yemen",X,12
262,10/26/2019,3360,Diesel,55.420933,25.346254,"Sharjah, UAE",44.201960,15.361980,"Nishtun, Yemen",W,3
263,10/26/2019,9800,Petrol,56.346218,25.144190,"Fujairah, UAE",49.123680,14.543720,"Mukalla, Yemen",W,3
264,10/26/2019,1500,Diesel,55.302551,25.257111,"Al Hamriya, UAE",44.201960,15.361980,"Nishtun, Yemen",,23
265,10/26/2019,2009,Diesel,55.302551,25.257111,"Al Hamriya, UAE",44.201960,15.361980,"Nishtun, Yemen",,23
266,10/28/2019,2495,Petrol,55.420933,25.346254,"Sharjah, UAE",44.201960,15.361980,"Nishtun, Yemen",J,29
267,10/31/2019,16362,Diesel,55.302551,25.257111,"Al Hamriya, UAE",49.123680,14.543720,"Mukalla, Yemen",W,3
268,10/31/2019,2400,Diesel,56.346218,25.144190,"Fujairah, UAE",44.201960,15.361980,"Nishtun, Yemen",G,5
269,10/31/2019,37883,Diesel,56.346218,25.144190,"Fujairah, UAE",45.035469,12.809800,"Aden, Yemen",K,1
27,12/14/2018,6183,Diesel,,,,49.123680,14.543720,"Mukalla, Yemen",,15
271,11/4/2019,2500,Diesel,55.302551,25.257111,"Al Hamriya, UAE",44.201960,15.361980,"Nishtun, Yemen",G,5
272,11/4/2019,2500,Diesel,56.346218,25.144190,"Fujairah, UAE",44.201960,15.361980,"Nishtun, Yemen",G,5
273,11/6/2019,8083,Mazout,56.346218,25.144190,"Fujairah, UAE",45.035469,12.809800,"Aden, Yemen",F,5
274,11/6/2019,5852,Diesel,55.420933,25.346254,"Sharjah, UAE",44.201960,15.361980,"Nishtun, Yemen",J,29
275,11/8/2019,10995,Diesel,56.346218,25.144190,"Fujairah, UAE",43.752860,13.526220,"Hodeida, Yemen",L,27
276,11/8/2019,7190,Mazout,56.346218,25.144190,"Fujairah, UAE",49.123680,14.543720,"Mukalla, Yemen",W,3
277,11/10/2019,19802,Petrol,55.302551,25.257111,"Al Hamriya, UAE",43.752860,13.526220,"Hodeida, Yemen",E,9
278,11/10/2019,29528,Diesel,55.302551,25.257111,"Al Hamriya, UAE",43.752860,13.526220,"Hodeida, Yemen",T,24
279,11/10/2019,17363,Diesel,55.302551,25.257111,"Al Hamriya, UAE",43.752860,13.526220,"Hodeida, Yemen",E,9
28,12/17/2018,14179,Petrol,,,,43.752860,13.526220,"Hodeida, Yemen",,7
280,11/10/2019,29971,Diesel,56.346218,25.144190,"Fujairah, UAE",43.752860,13.526220,"Hodeida, Yemen",P,20
281,11/13/2019,4066,Diesel,55.302551,25.257111,"Al Hamriya, UAE",49.123680,14.543720,"Mukalla, Yemen",L,15
282,11/13/2019,3000,Diesel,55.420933,25.346254,"Sharjah, UAE",49.123680,14.543720,"Mukalla, Yemen",L,18
283,11/18/2019,13318,Mazout,56.346218,25.144190,"Fujairah, UAE",43.752860,13.526220,"Hodeida, Yemen",A,7
283,11/18/2019,2491,Diesel,56.346218,25.144190,"Fujairah, UAE",43.752860,13.526220,"Hodeida, Yemen",A,7
284,10/16/2019,29932,Petrol,56.346218,25.144190,"Fujairah, UAE",43.752860,13.526220,"Hodeida, Yemen",T,24
285,11/22/2019,2400,Diesel,55.420933,25.346254,"Sharjah, UAE",44.201960,15.361980,"Nishtun, Yemen",G,23
286,11/18/2019,21022,Petrol,48.082729,29.172529,"Jabel Ali, UAE",43.752860,13.526220,"Hodeida, Yemen",A,14
287,11/18/2019,3760,Diesel,55.302551,25.257111,"Al Hamriya, UAE",44.201960,15.361980,"Nishtun, Yemen",E,6
288,11/18/2019,7092,Petrol,56.752079,24.325871,"Sohar, Oman",49.123680,14.543720,"Mukalla, Yemen",W,3
29,12/16/2018,5000,Petrol,,,,44.201960,15.361980,"Nishtun, Yemen",,4
290,11/22/2019,11618,Diesel,56.346218,25.144190,"Fujairah, UAE",49.123680,14.543720,"Mukalla, Yemen",W,3
291,11/22/2019,37475,Petrol,55.302551,25.257111,"Al Hamriya, UAE",45.035469,12.809800,"Aden, Yemen",K,1
292,11/26/2019,7500,Diesel,55.420933,25.346254,"Sharjah, UAE",49.123680,14.543720,"Mukalla, Yemen",G,5
293,11/27/2019,29694,Diesel,55.302551,25.257111,"Al Hamriya, UAE",43.752860,13.526220,"Hodeida, Yemen",T,24
294,12/3/2019,2790,Diesel,55.420933,25.346254,"Sharjah, UAE",45.035469,12.809800,"Aden, Yemen",X,26
295,12/3/2019,2472,Diesel,55.302551,25.257111,"Al Hamriya, UAE",45.035469,12.809800,"Aden, Yemen",X,26
296,11/29/2019,3420,Diesel,55.420933,25.346254,"Sharjah, UAE",44.201960,15.361980,"Nishtun, Yemen",W,32
297,12/5/2019,29929,Petrol,56.346218,25.144190,"Fujairah, UAE",43.752860,13.526220,"Hodeida, Yemen",T,24
298,12/10/2019,11964,Diesel,55.302551,25.257111,"Al Hamriya, UAE",49.123680,14.543720,"Mukalla, Yemen",W,3
298,12/5/2019,42812,Diesel,56.346218,25.144190,"Fujairah, UAE",45.035469,12.809800,"Aden, Yemen",K,1
299,12/11/2019,9993,Diesel,56.346218,25.144190,"Fujairah, UAE",43.752860,13.526220,"Hodeida, Yemen",P,20
299,12/11/2019,17472,Petrol,56.346218,25.144190,"Fujairah, UAE",43.752860,13.526220,"Hodeida, Yemen",P,20
3,10/20/2018,10026,Petrol,,,,43.752860,13.526220,"Hodeida, Yemen",,10
3,10/20/2018,17497,Diesel,,,,43.752860,13.526220,"Hodeida, Yemen",,10
30,12/18/2018,29646,Diesel,,,,43.752860,13.526220,"Hodeida, Yemen",,24
302,12/12/2019,27672,Diesel,55.302551,25.257111,"Al Hamriya, UAE",43.752860,13.526220,"Hodeida, Yemen",E,6
304,12/14/2019,19994,Diesel,56.346218,25.144190,"Fujairah, UAE",45.035469,12.809800,"Aden, Yemen",Z,16
304,12/14/2019,19729,Petrol,56.346218,25.144190,"Fujairah, UAE",45.035469,12.809800,"Aden, Yemen",Z,16
305,12/14/2019,42279,Mazout,55.420933,25.346254,"Sharjah, UAE",45.035469,12.809800,"Aden, Yemen",K,1
306,12/18/2019,37822,Diesel,55.383630,25.365300,"Port Khalid, UAE",45.035469,12.809800,"Aden, Yemen",K,1
307,12/16/2019,28994,Diesel,48.082729,29.172529,"Jabel Ali, UAE",43.752860,13.526220,"Hodeida, Yemen",P,20
309,12/18/2019,10000,Petrol,48.082729,29.172529,"Jabel Ali, UAE",49.123680,14.543720,"Mukalla, Yemen",W,3
31,12/18/2018,14747,Diesel,,,,43.752860,13.526220,"Hodeida, Yemen",,29
310,12/25/2019,3875,Diesel,55.420933,25.346254,"Sharjah, UAE",44.201960,15.361980,"Nishtun, Yemen",W,31
311,12/25/2019,2500,Diesel,55.302551,25.257111,"Al Hamriya, UAE",44.201960,15.361980,"Nishtun, Yemen",W,23
312,12/27/2019,16978,Diesel,56.346218,25.144190,"Fujairah, UAE",49.123680,14.543720,"Mukalla, Yemen",Z,16
313,1/2/2020,39950,Diesel,56.350761,25.354851,"Khor Fakkan, UAE",45.035469,12.809800,"Aden, Yemen",K,1
314,1/3/2020,29981,Petrol,56.346218,25.144190,"Fujairah, UAE",43.752860,13.526220,"Hodeida, Yemen",T,24
315,1/3/2020,2494,Diesel,56.346218,25.144190,"Fujairah, UAE",43.752860,13.526220,"Hodeida, Yemen",A,7
315,1/3/2020,13582,Mazout,56.346218,25.144190,"Fujairah, UAE",43.752860,13.526220,"Hodeida, Yemen",A,7
317,1/8/2020,17394,Diesel,55.302551,25.257111,"Al Hamriya, UAE",43.752860,13.526220,"Hodeida, Yemen",J,29
317,1/8/2020,12307,Petrol,55.302551,25.257111,"Al Hamriya, UAE",43.752860,13.526220,"Hodeida, Yemen",J,29
318,1/8/2020,18915,Diesel,56.346218,25.144190,"Fujairah, UAE",43.752860,13.526220,"Hodeida, Yemen",L,27
319,1/8/2020,17019,Diesel,55.302551,25.257111,"Al Hamriya, UAE",43.752860,13.526220,"Hodeida, Yemen",,17
319,1/8/2020,12580,Petrol,55.302551,25.257111,"Al Hamriya, UAE",43.752860,13.526220,"Hodeida, Yemen",,17
32,12/31/2018,4754,Diesel,,,,44.201960,15.361980,"Nishtun, Yemen",,29
320,1/9/2020,4245,Diesel,55.302551,25.257111,"Al Hamriya, UAE",49.123680,14.543720,"Mukalla, Yemen",X,26
